Sentences,Sentiment,Positive,Negative,Neutral,Compound
"Y ou'll watch
them as they grow , demonstrating how the world is always changing","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And
you'll get better and better at understanding omens, because the desert is the
best teacher there is.
""Sometime during the second year , you'll remember about the treasure","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.9042}",0.337,0.0,0.663,0.9042
"The
omens will begin insistently to speak of it, and you'll try to ignore them.
You'll use your knowledge for the welfare of the oasis and its inhabitants.
The tribal chieftains will appreciate what you do","{'neg': 0.064, 'neu': 0.867, 'pos': 0.069, 'compound': 0.0516}",0.069,0.064,0.867,0.0516
"And your camels will
bring you wealth and power .
""During the third year , the omens will continue to speak of your treasure
and your destiny ","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}",0.19,0.0,0.81,0.6597
"You'll walk around, night after night, at the oasis, and
Fatima will be unhappy because she'll feel it was she who interrupted your
quest.
But you will love her , and she'll return your love","{'neg': 0.078, 'neu': 0.665, 'pos': 0.257, 'compound': 0.9022}",0.257,0.078,0.665,0.9022
"Y ou'll remember that she
never asked you to stay , because a woman of the desert knows that she must","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
await her man,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.1027}",0.412,0.0,0.588,0.1027
So you won't blame her ,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3181}",0.365,0.0,0.635,0.3181
"But many times you'll walk the
sands of the desert, thinking that maybe you could have left- that you could
have trusted more in your love for Fatima","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9071}",0.285,0.0,0.715,0.9071
"Because what kept you at the
oasis was your own fear that you might never come back","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4939}",0.0,0.167,0.833,-0.4939
"At that point, the
omens will tell you that your treasure is buried forever .
""Then, sometime during the fourth year , the omens will abandon you,
because you've stopped listening to them","{'neg': 0.137, 'neu': 0.8, 'pos': 0.063, 'compound': -0.3818}",0.063,0.137,0.8,-0.3818
"The tribal chieftains will see that,
and you'll be dismissed from your position as counselor ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But, by then, you'll
be a rich merchant, with many camels and a great deal of merchandise.
You'll spend the rest of your days knowing that you didn't pursue your
destiny , and that now it's too late.
""You must understand that love never keeps a man from pursuing his
destiny ","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.9604}",0.271,0.0,0.729,0.9604
"If he abandons that pursuit, it's because it wasn't true love- the love
that speaks the Language of the W orld.""
The alchemist erased the circle in the sand, and the snake slithered away
among the rocks","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.8852}",0.0,0.262,0.738,-0.8852
"The boy remembered the crystal merchant who had
always wanted to go to Mecca, and the Englishman in search of the
alchemist","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
He thought of the woman who had trusted in the desert,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.237,0.0,0.763,0.4767
"And he
looked out over the desert that had brought him to the woman he loved.
They mounted their horses, and this time it was the boy who followed the
alchemist back to the oasis","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5994}",0.103,0.0,0.897,0.5994
"The wind brought the sounds of the oasis to
them, and the boy tried to hear Fatima's voice.
But that night, as he had watched the cobra within the circle, the strange
horseman with the falcon on his shoulder had spoken of love and treasure,
of the women of the desert and of his destiny .
""I'm going with you,"" the boy said","{'neg': 0.032, 'neu': 0.845, 'pos': 0.123, 'compound': 0.8126}",0.123,0.032,0.845,0.8126
"And he immediately felt peace in his
heart.
""We'll leave tomorrow before sunrise,"" was the alchemist's only response.
*","{'neg': 0.058, 'neu': 0.773, 'pos': 0.169, 'compound': 0.5106}",0.169,0.058,0.773,0.5106
The boy spent a sleepless night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"T wo hours before dawn, he awoke one of
the boys who slept in his tent, and asked him to show him where Fatima
lived","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They went to her tent, and the boy gave his friend enough gold to buy
a sheep.
Then he asked his friend to go to into the tent where Fatima was sleeping,
and to awaken her and tell her that he was waiting outside","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.7506}",0.135,0.0,0.865,0.7506
"The young Arab
did as he was asked, and was given enough gold to buy yet another sheep.
""Now leave us alone,"" said the boy to the young Arab","{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.0516}",0.0,0.041,0.959,-0.0516
"The Arab returned to
his tent to sleep, proud to have helped the counselor of the oasis, and happy
at having enough money to buy himself some sheep.
Fatima appeared at the entrance to the tent","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7783}",0.167,0.0,0.833,0.7783
"The two walked out among the
palms","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy knew that it was a violation of the T radition, but that didn't
matter to him now .
""I'm going away ,"" he said","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.2984}",0.0,0.133,0.867,-0.2984
"""And I want you to know that I'm coming back","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.14,0.0,0.86,0.0772
"I
love you because — ""
""Don't say anything,"" Fatima interrupted","{'neg': 0.177, 'neu': 0.484, 'pos': 0.339, 'compound': 0.4588}",0.339,0.177,0.484,0.4588
"""One is loved because one is
loved","{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.609,0.0,0.391,0.8316
"No reason is needed for loving.""
But the boy continued, ""I had a dream, and I met with a king","{'neg': 0.084, 'neu': 0.785, 'pos': 0.131, 'compound': 0.2263}",0.131,0.084,0.785,0.2263
"I sold crystal
and crossed the desert","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And, because the tribes declared war , I went to the
well, seeking the alchemist","{'neg': 0.229, 'neu': 0.647, 'pos': 0.124, 'compound': -0.4215}",0.124,0.229,0.647,-0.4215
"So, I love you because the entire universe
conspired to help me find you.""
The two embraced","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8016}",0.339,0.0,0.661,0.8016
"It was the first time either had touched the other .
""I'll be back,"" the boy said.
""Before this, I always looked to the desert with longing,"" said Fatima","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""Now
it will be with hope","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.367,0.0,0.633,0.4404
"My father went away one day , but he returned to my
mother , and he has always come back since then.""
They said nothing else","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They walked a bit farther among the palms, and
then the boy left her at the entrance to her tent.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I'll return, just as your father came back to your mother ,"" he said.
He saw that Fatima's eyes were filled with tears.
""You're crying?""
""I'm a woman of the desert,"" she said, averting her face","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.2263}",0.0,0.053,0.947,-0.2263
"""But above all, I'm
a woman.""
Fatima went back to her tent, and, when daylight came, she went out to do
the chores she had done for years","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
But everything had changed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy
was no longer at the oasis, and the oasis would never again have the same
meaning it had had only yesterday ","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}",0.0,0.091,0.909,-0.296
"It would no longer be a place with fifty
thousand palm trees and three hundred wells, where the pilgrims arrived,
relieved at the end of their long journeys","{'neg': 0.071, 'neu': 0.779, 'pos': 0.149, 'compound': 0.34}",0.149,0.071,0.779,0.34
"From that day on, the oasis would
be an empty place for her .
From that day on, it was the desert that would be important","{'neg': 0.068, 'neu': 0.865, 'pos': 0.068, 'compound': 0.0}",0.068,0.068,0.865,0.0
"She would look
to it every day , and would try to guess which star the boy was following in
search of his treasure","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.091,0.0,0.909,0.296
"She would have to send her kisses on the wind,
hoping that the wind would touch the boy's face, and would tell him that she
was alive","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.8271}",0.266,0.0,0.734,0.8271
"That she was waiting for him, a woman awaiting a courageous
man in search of his treasure","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.301,0.0,0.699,0.6808
"From that day on, the desert would represent
only one thing to her: the hope for his return.
*
""Don't think about what you've left behind,"" the alchemist said to the boy as
they began to ride across the sands of the desert","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4404}",0.066,0.0,0.934,0.4404
"""Everything is written in
the Soul of the W orld, and there it will stay forever .""
""Men dream more about coming home than about leaving,"" the boy said","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}",0.069,0.0,0.931,0.25
"He
was already reaccustomed to desert's silence.
""If what one finds is made of pure matter , it will never spoil","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.0258}",0.055,0.0,0.945,0.0258
"And one can
always come back","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"If what you had found was only a moment of light, like
the explosion of a star , you would find nothing on your return.""","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.106,0.0,0.894,0.3612
The man was speaking the language of alchemy ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But the boy knew that he
was referring to Fatima.
It was dif ficult not to think about what he had left behind","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The desert, with
its endless monotony , put him to dreaming","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy could still see the palm
trees, the wells, and the face of the woman he loved","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7096}",0.269,0.0,0.731,0.7096
"He could see the
Englishman at his experiments, and the camel driver who was a teacher
without realizing it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Maybe the alchemist has never been in love, the boy
thought.
The alchemist rode in front, with the falcon on his shoulder ","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.5216}",0.0,0.138,0.862,-0.5216
"The bird knew
the language of the desert well, and whenever they stopped, he flew of f in
search of game","{'neg': 0.086, 'neu': 0.818, 'pos': 0.095, 'compound': 0.0516}",0.095,0.086,0.818,0.0516
"On the first day he returned with a rabbit, and on the
second with two birds.
At night, they spread their sleeping gear and kept their fires hidden","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The
desert nights were cold, and were becoming darker and darker as the phases
of the moon passed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They went on for a week, speaking only of the
precautions they needed to follow in order to avoid the battles between the
tribes","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.5859}",0.0,0.186,0.814,-0.5859
"The war continued, and at times the wind carried the sweet, sickly
smell of blood","{'neg': 0.196, 'neu': 0.653, 'pos': 0.151, 'compound': -0.2263}",0.151,0.196,0.653,-0.2263
"Battles had been fought nearby , and the wind reminded the
boy that there was the language of omens, always ready to show him what
his eyes had failed to observe.
On the seventh day , the alchemist decided to make camp earlier than usual.
The falcon flew of f to find game, and the alchemist of fered his water
container to the boy .
""You are almost at the end of your journey ,"" said the alchemist","{'neg': 0.102, 'neu': 0.867, 'pos': 0.031, 'compound': -0.6908}",0.031,0.102,0.867,-0.6908
"""I
congratulate you for having pursued your destiny .""
""And you've told me nothing along the way ,"" said the boy ","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.138,0.0,0.862,0.4939
"""I thought you
were going to teach me some of the things you know ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"A while ago, I rode
through the desert with a man who had books on alchemy ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But I wasn't able
to learn anything from them.""
""There is only one way to learn,"" the alchemist answered","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""It's through
action","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
Everything you need to know you have learned through your,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
journey ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"You need to learn only one thing more.""
The boy wanted to know what that was, but the alchemist was searching the
horizon, looking for the falcon.
""Why are you called the alchemist?""
""Because that's what I am.""
""And what went wrong when other alchemists tried to make gold and were
unable to do so?""
""They were looking only for gold,"" his companion answered","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.6715}",0.0,0.068,0.932,-0.6715
"""They were
seeking the treasure of their destiny , without wanting actually to live out the
destiny .""
""What is it that I still need to know?"" the boy asked.
But the alchemist continued to look to the horizon","{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.1531}",0.043,0.0,0.957,0.1531
"And finally the falcon
returned with their meal","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They dug a hole and lit their fire in it, so that the
light of the flames would not be seen.
""I'm an alchemist simply because I'm an alchemist,"" he said, as he prepared
the meal","{'neg': 0.064, 'neu': 0.885, 'pos': 0.051, 'compound': -0.128}",0.051,0.064,0.885,-0.128
"""I learned the science from my grandfather , who learned from his
father , and so on, back to the creation of the world","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.091,0.0,0.909,0.2732
"In those times, the
Master W ork could be written simply on an emerald","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But men began to
reject simple things, and to write tracts, interpretations, and philosophical
studies","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5499}",0.0,0.202,0.798,-0.5499
"They also began to feel that they knew a better way than others had.
Yet the Emerald T ablet is still alive today .""
""What was written on the Emerald T ablet?"" the boy wanted to know .
The alchemist began to draw in the sand, and completed his drawing in less
than five minutes","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6705}",0.101,0.0,0.899,0.6705
"As he drew , the boy thought of the old king, and the
plaza where they had met that day; it seemed as if it had taken place years
and years ago.
""This is what was written on the Emerald T ablet,"" said the alchemist, when
he had finished.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy tried to read what was written in the sand.
""It's a code,"" said the boy , a bit disappointed","{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4767}",0.0,0.154,0.846,-0.4767
"""It looks like what I saw in the
Englishman's books.""
""No,"" the alchemist answered","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.172,0.0,0.828,0.3612
"""It's like the flight of those two hawks; it
can't be understood by reason alone","{'neg': 0.114, 'neu': 0.743, 'pos': 0.143, 'compound': 0.128}",0.143,0.114,0.743,0.128
"The Emerald T ablet is a direct passage
to the Soul of the W orld.
""The wise men understood that this natural world is only an image and a
copy of paradise","{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.88}",0.289,0.0,0.711,0.88
"The existence of this world is simply a guarantee that
there exists a world that is perfect","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}",0.305,0.0,0.695,0.6908
"God created the world so that, through
its visible objects, men could understand his spiritual teachings and the
marvels of his wisdom","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8591}",0.368,0.0,0.632,0.8591
"That's what I mean by action.""
""Should I understand the Emerald T ablet?"" the boy asked.
""Perhaps, if you were in a laboratory of alchemy , this would be the right
time to study the best way to understand the Emerald T ablet","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.6369}",0.104,0.0,0.896,0.6369
"But you are in
the desert","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
So immerse yourself in it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The desert will give you an
understanding of the world; in fact, anything on the face of the earth will do
that","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Y ou don't even have to understand the desert: all you have to do is
contemplate a simple grain of sand, and you will see in it all the marvels of
creation.""
""How do I immerse myself in the desert?""
""Listen to your heart","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4588}",0.07,0.0,0.93,0.4588
"It knows all things, because it came from the Soul of
the W orld, and it will one day return there.""
*
They crossed the desert for another two days in silence","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The alchemist had
become much more cautious, because they were approaching the area
where the most violent battles were being waged","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.83}",0.0,0.327,0.673,-0.83
"As they moved along, the
boy tried to listen to his heart.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It was not easy to do; in earlier times, his heart had always been ready to
tell its story , but lately that wasn't true","{'neg': 0.171, 'neu': 0.765, 'pos': 0.064, 'compound': -0.4499}",0.064,0.171,0.765,-0.4499
"There had been times when his heart
spent hours telling of its sadness, and at other times it became so emotional
over the desert sunrise that the boy had to hide his tears","{'neg': 0.173, 'neu': 0.771, 'pos': 0.056, 'compound': -0.5242}",0.056,0.173,0.771,-0.5242
"His heart beat
fastest when it spoke to the boy of treasure, and more slowly when the boy
stared entranced at the endless horizons of the desert","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.296}",0.078,0.0,0.922,0.296
"But his heart was
never quiet, even when the boy and the alchemist had fallen into silence.
""Why do we have to listen to our hearts?"" the boy asked, when they had
made camp that day .
""Because, wherever your heart is, that is where you'll find your treasure.""
""But my heart is agitated,"" the boy said","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.5023}",0.0,0.056,0.944,-0.5023
"""It has its dreams, it gets
emotional, and it's become passionate over a woman of the desert","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.7717}",0.372,0.0,0.628,0.7717
"It asks
things of me, and it keeps me from sleeping many nights, when I'm thinking
about her .""
""Well, that's good","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.121,0.0,0.879,0.4404
Y our heart is alive,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3818}",0.464,0.0,0.536,0.3818
"Keep listening to what it has to say .""
During the next three days, the two travelers passed by a number of armed
tribesmen, and saw others on the horizon","{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.0772}",0.044,0.0,0.956,0.0772
"The boy's heart began to speak of
fear","{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}",0.0,0.314,0.686,-0.4939
"It told him stories it had heard from the Soul of the W orld, stories of
men who sought to find their treasure and never succeeded","{'neg': 0.085, 'neu': 0.835, 'pos': 0.08, 'compound': -0.0341}",0.08,0.085,0.835,-0.0341
"Sometimes it
frightened the boy with the idea that he might not find his treasure, or that
he might die there in the desert","{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.8266}",0.0,0.293,0.707,-0.8266
"At other times, it told the boy that it was
satisfied: it had found love and riches.
""My heart is a traitor ,"" the boy said to the alchemist, when they had paused
to rest the horses","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.886}",0.24,0.0,0.76,0.886
"""It doesn't want me to go on.""
""That makes sense,"" the alchemist answered","{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.0572}",0.0,0.092,0.908,-0.0572
"""Naturally it's afraid that, in
pursuing your dream, you might lose everything you've won.""
""Well, then, why should I listen to my heart?""
""Because you will never again be able to keep it quiet","{'neg': 0.076, 'neu': 0.868, 'pos': 0.056, 'compound': -0.1779}",0.056,0.076,0.868,-0.1779
"Even if you pretend
not to have heard what it tells you, it will always be there inside you,","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",0.0,0.072,0.928,-0.1027
"repeating to you what you're thinking about life and about the world.""
""You mean I should listen, even if it's treasonous?""
""Treason is a blow that comes unexpectedly ","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.4404}",0.0,0.104,0.896,-0.4404
"If you know your heart well, it
will never be able to do that to you","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.123,0.0,0.877,0.2732
"Because you'll know its dreams and
wishes, and will know how to deal with them.
""You will never be able to escape from your heart","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.6124}",0.214,0.0,0.786,0.6124
"So it's better to listen to
what it has to say ","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.4902}",0.241,0.0,0.759,0.4902
"That way , you'll never have to fear an unanticipated
blow .""
The boy continued to listen to his heart as they crossed the desert","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.3875}",0.103,0.0,0.897,0.3875
"He came
to understand its dodges and tricks, and to accept it as it was","{'neg': 0.088, 'neu': 0.76, 'pos': 0.152, 'compound': 0.2732}",0.152,0.088,0.76,0.2732
"He lost his
fear, and for got about his need to go back to the oasis, because, one
afternoon, his heart told him that it was happy ","{'neg': 0.166, 'neu': 0.723, 'pos': 0.111, 'compound': -0.2023}",0.111,0.166,0.723,-0.2023
"""Even though I complain
sometimes,"" it said, ""it's because I'm the heart of a person, and people's
hearts are that way ","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3612}",0.0,0.122,0.878,-0.3612
"People are afraid to pursue their most important
dreams, because they feel that they don't deserve them, or that they'll be
unable to achieve them","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6214}",0.181,0.0,0.819,0.6214
"W e, their hearts, become fearful just thinking of
loved ones who go away forever , or of moments that could have been good
but weren't, or of treasures that might have been found but were forever
hidden in the sands","{'neg': 0.115, 'neu': 0.787, 'pos': 0.099, 'compound': -0.1774}",0.099,0.115,0.787,-0.1774
"Because, when these things happen, we suf fer terribly .""
""My heart is afraid that it will have to suf fer,"" the boy told the alchemist one
night as they looked up at the moonless sky .
""Tell your heart that the fear of suf fering is worse than the suf fering itself.
And that no heart has ever suf fered when it goes in search of its dreams,
because every second of the search is a second's encounter with God and
with eternity .""
""Every second of the search is an encounter with God,"" the boy told his
heart","{'neg': 0.111, 'neu': 0.845, 'pos': 0.044, 'compound': -0.8074}",0.044,0.111,0.845,-0.8074
"""When I have been truly searching for my treasure, every day has
been luminous, because I've known that every hour was a part of the dream
that I would find it","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.7269}",0.221,0.0,0.779,0.7269
"When I have been truly searching for my treasure, I've","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.6249}",0.421,0.0,0.579,0.6249
"discovered things along the way that I never would have seen had I not had
the courage to try things that seemed impossible for a shepherd to achieve.""
So his heart was quiet for an entire afternoon","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.3875}",0.0,0.074,0.926,-0.3875
"That night, the boy slept
deeply , and, when he awoke, his heart began to tell him things that came
from the Soul of the W orld","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It said that all people who are happy have God
within them","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",0.367,0.0,0.633,0.7003
"And that happiness could be found in a grain of sand from the
desert, as the alchemist had said","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",0.175,0.0,0.825,0.5574
"Because a grain of sand is a moment of
creation, and the universe has taken millions of years to create it","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.198,0.0,0.802,0.4939
"""Everyone
on earth has a treasure that awaits him,"" his heart said","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.3612}",0.28,0.0,0.72,0.3612
"""W e, people's hearts,
seldom say much about those treasures, because people no longer want to
go in search of them","{'neg': 0.091, 'neu': 0.741, 'pos': 0.169, 'compound': 0.2263}",0.169,0.091,0.741,0.2263
W e speak of them only to children,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Later , we simply
let life proceed, in its own direction, toward its own fate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But, unfortunately ,
very few follow the path laid out for them—the path to their destinies, and
to happiness","{'neg': 0.129, 'neu': 0.667, 'pos': 0.204, 'compound': 0.4215}",0.204,0.129,0.667,0.4215
"Most people see the world as a threatening place, and, because
they do, the world turns out, indeed, to be a threatening place.
""So, we, their hearts, speak more and more softly ","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.7783}",0.0,0.195,0.805,-0.7783
"We never stop speaking
out, but we begin to hope that our words won't be heard: we don't want
people to suf fer because they don't follow their hearts.""
""Why don't people's hearts tell them to continue to follow their dreams?""
the boy asked the alchemist.
""Because that's what makes a heart suf fer most, and hearts don't like to
suffer.""
From then on, the boy understood his heart","{'neg': 0.055, 'neu': 0.873, 'pos': 0.072, 'compound': 0.3173}",0.072,0.055,0.873,0.3173
"He asked it, please, never to
stop speaking to him","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.4919}",0.344,0.0,0.656,0.4919
"He asked that, when he wandered far from his
dreams, his heart press him and sound the alarm","{'neg': 0.114, 'neu': 0.758, 'pos': 0.128, 'compound': 0.0772}",0.128,0.114,0.758,0.0772
"The boy swore that, every
time he heard the alarm, he would heed its message.
That night, he told all of this to the alchemist","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.34}",0.0,0.091,0.909,-0.34
"And the alchemist understood
that the boy's heart had returned to the Soul of the W orld.
""So what should I do now?"" the boy asked.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
